L-O-1,,T-R-1,,-2.9443957164000002d-5
L-O-1,,T-R-2,,-2.9443957164000002d-5
L-O-1,,T-R-3,,-2.9443957164000002d-5
L-O-2,,T-R-1,,-2.9443957164000002d-5
L-O-2,,T-R-2,,-2.9443957164000002d-5
L-O-2,,T-R-3,,-2.9443957164000002d-5
L-O-3,,T-R-1,,-2.9443957164000002d-5
L-O-3,,T-R-2,,-2.9443957164000002d-5
L-O-3,,T-R-3,,-2.9443957164000002d-5
L-O-4,,T-R-1,,-2.9443957164000002d-5
L-O-4,,T-R-2,,-2.9443957164000002d-5
L-O-4,,T-R-3,,-2.9443957164000002d-5
L-O-5,,T-R-1,,-2.9443957164000002d-5
L-O-5,,T-R-2,,-2.9443957164000002d-5
L-O-5,,T-R-3,,-2.9443957164000002d-5
L-O-6,,T-R-1,,-2.9443957164000002d-5
L-O-6,,T-R-2,,-2.9443957164000002d-5
L-O-6,,T-R-3,,-2.9443957164000002d-5
R1,O1,R1,O2,-0.2d0
R1,O1,R1,O3,-0.2d0
R1,O1,R1,O4,-0.2d0
R1,O1,R1,O5,-0.2d0
R1,O1,R1,O6,-0.2d0
R1,O1,R2,O1,-0.2d0
R1,O1,R3,O1,-0.2d0
R1,O1,T-R-1,L-O-1,0.1d0
R1,O2,R1,O3,-0.2d0
R1,O2,R1,O4,-0.2d0
R1,O2,R1,O5,-0.2d0
R1,O2,R1,O6,-0.2d0
R1,O2,R2,O2,-0.2d0
R1,O2,R3,O2,-0.2d0
R1,O2,T-R-1,L-O-2,0.1d0
R1,O3,R1,O4,-0.2d0
R1,O3,R1,O5,-0.2d0
R1,O3,R1,O6,-0.2d0
R1,O3,R2,O3,-0.2d0
R1,O3,R3,O3,-0.2d0
R1,O3,T-R-1,L-O-3,0.1d0
R1,O4,R1,O5,-0.2d0
R1,O4,R1,O6,-0.2d0
R1,O4,R2,O4,-0.2d0
R1,O4,R3,O4,-0.2d0
R1,O4,T-R-1,L-O-4,0.1d0
R1,O5,R1,O6,-0.2d0
R1,O5,R2,O5,-0.2d0
R1,O5,R3,O5,-0.2d0
R1,O5,T-R-1,L-O-5,0.1d0
R1,O6,R2,O6,-0.2d0
R1,O6,R3,O6,-0.2d0
R1,O6,T-R-1,L-O-6,0.1d0
R-1,O-1,R1,O1,0.1d0
R-1,O-1,R-1,O-2,-0.2d0
R-1,O-1,R-1,O-3,-0.2d0
R-1,O-1,R-1,O-4,-0.2d0
R-1,O-1,R-1,O-5,-0.2d0
R-1,O-1,R-1,O-6,-0.2d0
R-1,O-1,R-2,O-1,-0.2d0
R-1,O-1,R-3,O-1,-0.2d0
R-1,O-1,T-R-1,L-O-1,0.1d0
R-1,O-2,R1,O2,0.1d0
R-1,O-2,R-1,O-3,-0.2d0
R-1,O-2,R-1,O-4,-0.2d0
R-1,O-2,R-1,O-5,-0.2d0
R-1,O-2,R-1,O-6,-0.2d0
R-1,O-2,R-2,O-2,-0.2d0
R-1,O-2,R-3,O-2,-0.2d0
R-1,O-2,T-R-1,L-O-2,0.1d0
R-1,O-3,R1,O3,0.1d0
R-1,O-3,R-1,O-4,-0.2d0
R-1,O-3,R-1,O-5,-0.2d0
R-1,O-3,R-1,O-6,-0.2d0
R-1,O-3,R-2,O-3,-0.2d0
R-1,O-3,R-3,O-3,-0.2d0
R-1,O-3,T-R-1,L-O-3,0.1d0
R-1,O-4,R1,O4,0.1d0
R-1,O-4,R-1,O-5,-0.2d0
R-1,O-4,R-1,O-6,-0.2d0
R-1,O-4,R-2,O-4,-0.2d0
R-1,O-4,R-3,O-4,-0.2d0
R-1,O-4,T-R-1,L-O-4,0.1d0
R-1,O-5,R1,O5,0.1d0
R-1,O-5,R-1,O-6,-0.2d0
R-1,O-5,R-2,O-5,-0.2d0
R-1,O-5,R-3,O-5,-0.2d0
R-1,O-5,T-R-1,L-O-5,0.1d0
R-1,O-6,R1,O6,0.1d0
R-1,O-6,R-2,O-6,-0.2d0
R-1,O-6,R-3,O-6,-0.2d0
R-1,O-6,T-R-1,L-O-6,0.1d0
